var_i,var_j,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AI,T,0.3455018036344759,0.3386896533780653,0.2438203249421004,0.3686524015122068,0.2896345224496942,0.3938761479274805,0.3207224799070848,0.2920302103278507,0.2655487589911289,0.3196107620845626,0.3639699961316673,0.3314664442170148,0.2637061980024294,0.3395033624118129,0.2947380327425865,0.3044902610531544,0.337692100873193,0.3240678147001721,0.2840962819514231,0.3011795441459614,0.2552208836225893,0.2902723141245618,0.2725095838500314,0.3271869462226758
AI,WEPS,0.1674289352421731,0.1784267571797427,,0.2194394606526578,0.1530366282273567,0.195450754199014,0.1856603645748381,0.170555857940798,0.1445519734234794,0.1638259327683437,0.1796427974205475,0.1465193523308885,0.135565091165447,,0.164322615594138,0.1678477693249547,0.1856082930701698,,0.1770051873782066,0.1846803817490817,0.1389588983974263,,,0.1589103952273436
AI,WS2,0.1542698875890929,0.1434700605457587,,0.1848029479930246,0.1500108843018698,0.1742373040095696,,0.1658820849375568,,0.142864113751754,0.1882196834942102,0.1451323838530373,,,0.151106216850372,0.1474502282250215,0.1759306042951447,,,0.1641052102637045,,,,0.1684592196260696
CP,GP,0.2205474608489593,0.2220871552049966,0.2677632804649256,0.2506155830104228,0.2593587345478997,0.2584811949609856,0.2577641460544246,0.2580430060914341,0.2590388585888922,0.2661851658526558,0.2594476747404737,0.2605702420839446,0.258925922752857,0.2596340021399701,0.2589932794968333,0.2612448986404532,0.2598601751538685,0.2594790393154008,0.2613136781987309,0.2613306015562129,0.2616636816818069,0.2640231655210595,0.2653401719287709,0.2653401719287709
CP,GS,,,,,,,,,,,,0.1404148126654415,0.1658492630145116,0.168249433855811,0.1585728821150225,0.1693089756421408,0.1459002840446814,0.1590944295843877,0.1603395217269757,0.157698507215224,0.1506298955803175,,0.1497980811511569,
FD,LD,0.9999959458739288,1.0,1.0,0.9999959458739288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999959458739288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FS,FVC,0.351693801186461,0.4377290685932186,0.4089598036358724,0.3417087259986864,0.4213851958284533,0.4095812677175373,0.3933288831748369,0.3495275442895997,0.3824105081732428,0.4212660459893391,0.4022780063097709,0.3902879987689771,0.3755717288381729,0.4103599599945562,0.4071150036124364,0.3953576795162544,0.3821816124692289,0.3973112370569219,0.354618474243455,0.4112374268756088,0.3875106850016622,0.3807989135769219,0.4344116857201549,0.4177329267940097
FS,GP,0.1983383970766348,0.197826549013211,0.162180699006584,0.1646232262890938,0.187920764592321,0.1775557452954422,0.1850585943664854,0.1954619672892705,0.1712923517424084,0.1677342501346309,0.1745347585346406,0.1726671571300257,0.1583178631422397,,0.1573881938312232,0.172464450918348,0.1815696685480194,0.1747573013364367,0.1689355358576772,0.1716153662019671,0.1600312888010566,0.1590752771146786,0.1591910342216739,0.1697841471896727
FS,NDMI,,,0.1174002548136023,,,,,,0.164617874938133,0.1530670392949362,,0.1666771075949069,0.1851916076525412,,0.199077078960611,,,,0.1409154760968834,0.171889106173301,0.1564158461882608,0.1720057942199369,0.1694072432353956,0.1943450273544027
FS,NIRv,0.3207244547123606,0.3703940646033157,0.3408176513960821,0.3190491984736574,0.3596256072235305,0.3695786258260058,0.3642103244010244,0.3322818496608813,0.3462901431168447,0.3584080495656337,0.3655013715111766,0.3635893436217581,0.3691095574369671,0.3809715473827044,0.4027419204802341,0.3736239473978618,0.3560802778126232,0.3703974228922014,0.3709587949014833,0.3825992746230959,0.3808431872404497,0.3704726690840785,0.3991386365491693,0.3892443776859667
FS,PET,0.1540779842679723,0.1598147547566285,0.143144604693936,0.1402759653674533,0.1478138308464015,0.1419263952572912,0.1615166545373382,0.1407842232395295,0.1406836110819341,0.139162189088389,,,0.1193603905599507,,,,0.1491755677001382,,0.1624432938750214,,0.1373811098402732,0.1649973664595174,0.1590993817503946,
